,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Year,Month,Tot_Mos_Species
1332,2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,9,1,2007,08,9
1333,2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,11,0,2007,08,11
1334,2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",RESTUANS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,18,0,2007,08,18
1335,2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",PIPIENS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2007,08,8
1337,2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",Others,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0,2007,08,3
1338,2007-08-02,"South Vincennes Avenue, Chicago, IL, USA",PIPIENS/RESTUANS,10, S VINCENNES,89,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,4,0,2007,08,4
1339,2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",PIPIENS/RESTUANS,11, S ASHLAND AVE,90,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,10,0,2007,08,10
1340,2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",RESTUANS,11, S ASHLAND AVE,90,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0,2007,08,3
1341,2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",PIPIENS/RESTUANS,11, S STATE ST,92,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,6,0,2007,08,6
1342,2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",PIPIENS,11, S STATE ST,92,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,3,0,2007,08,3
1343,2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",PIPIENS/RESTUANS,42, W 127TH PL,135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,3,0,2007,08,11
1345,2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",RESTUANS,42, W 127TH PL,135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,14,0,2007,08,15
1347,2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",PIPIENS,42, W 127TH PL,135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,0,2007,08,11
1349,2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",PIPIENS/RESTUANS,35, W 116TH ST,158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,0,2007,08,200
1354,2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",RESTUANS,35, W 116TH ST,158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,20,0,2007,08,20
1355,2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",PIPIENS,35, W 116TH ST,158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,21,0,2007,08,28
1357,2007-08-02,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725516999999996,-87.61425799999999,8,2,0,2007,08,2
1358,2007-08-02,"1000 West 95th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,10, W 95TH ST,85,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,9,0,2007,08,9
1359,2007-08-02,"1000 West 95th Street, Chicago, IL 60643, USA",RESTUANS,10, W 95TH ST,85,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,1,0,2007,08,1
1360,2007-08-02,"1000 South California Avenue, Chicago, IL 60612, USA",PIPIENS/RESTUANS,10, S CALIFORNIA AVE,88,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,3,0,2007,08,3
1361,2007-08-02,"1000 South California Avenue, Chicago, IL 60612, USA",RESTUANS,10, S CALIFORNIA AVE,88,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,2,0,2007,08,2
1362,2007-08-02,"1000 South California Avenue, Chicago, IL 60612, USA",PIPIENS,10, S CALIFORNIA AVE,88,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,1,0,2007,08,1
1363,2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",PIPIENS/RESTUANS,96, S HOYNE AVE,161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,10,0,2007,08,12
1365,2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",RESTUANS,96, S HOYNE AVE,161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,4,0,2007,08,4
1366,2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",PIPIENS,96, S HOYNE AVE,161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,5,0,2007,08,5
1367,2007-08-02,"2000 East 111th Street, Chicago, IL 60628, USA",PIPIENS/RESTUANS,20, E 111TH ST,84,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,3,0,2007,08,3
1368,2007-08-02,"1100 North Artesian Avenue, Chicago, IL 60622, USA",PIPIENS/RESTUANS,11, S ARTESIAN AVE,160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,4,0,2007,08,16
1370,2007-08-02,"1100 North Artesian Avenue, Chicago, IL 60622, USA",PIPIENS,11, S ARTESIAN AVE,160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,4,0,2007,08,4
1371,2007-08-02,"3300 West 104th Street, Chicago, IL 60655, USA",PIPIENS/RESTUANS,33, W 104TH ST,95,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,1,0,2007,08,2
1373,2007-08-02,"3900 South Ashland Avenue, Chicago, IL 60609, USA",PIPIENS/RESTUANS,39, S ASHLAND AVE,74,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,7,0,2007,08,7
1374,2007-08-02,"3900 South Ashland Avenue, Chicago, IL 60609, USA",RESTUANS,39, S ASHLAND AVE,74,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,7,0,2007,08,7
1375,2007-08-02,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",RESTUANS,64, S STONY ISLAND AVE,77,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,1,0,2007,08,1
1376,2007-08-02,"4000 South Dearborn Street, Chicago, IL 60609, USA",PIPIENS/RESTUANS,40, S DEARBORN ST,81,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,2,0,2007,08,2
1377,2007-08-02,"4000 South Dearborn Street, Chicago, IL 60609, USA",RESTUANS,40, S DEARBORN ST,81,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,1,0,2007,08,1
1378,2007-08-02,"5000 South Union Avenue, Chicago, IL 60609, USA",PIPIENS/RESTUANS,50, S UNION AVE,82,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,4,0,2007,08,4
1379,2007-08-02,"5000 South Union Avenue, Chicago, IL 60609, USA",RESTUANS,50, S UNION AVE,82,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,3,0,2007,08,3
1380,2007-08-02,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",PIPIENS/RESTUANS,79, S CHICAGO AVE,83,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,4,0,2007,08,4
1381,2007-08-02,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",PIPIENS,79, S CHICAGO AVE,83,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,1,0,2007,08,1
1382,2007-08-02,"South Doty Avenue, Chicago, IL, USA",PIPIENS/RESTUANS,12, S DOTY AVE,115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,49,0,2007,08,53
1384,2007-08-02,"South Doty Avenue, Chicago, IL, USA",PIPIENS,12, S DOTY AVE,115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,7,0,2007,08,57
1386,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",PIPIENS/RESTUANS,10, S STONY ISLAND AVE,138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,48,0,2007,08,362
1394,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",RESTUANS,10, S STONY ISLAND AVE,138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0,2007,08,1
1395,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",PIPIENS,10, S STONY ISLAND AVE,138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,2007,08,662
1411,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",PIPIENS,10, S STONY ISLAND AVE,138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,1,2007,08,50
1412,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",PIPIENS/RESTUANS,13, S TORRENCE AVE,200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,25,0,2007,08,55
1414,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",PIPIENS,13, S TORRENCE AVE,200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,13,0,2007,08,30
1416,2007-08-02,"South Torrence Avenue, Chicago, IL, USA",Others,13, S TORRENCE AVE,200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,10,0,2007,08,11
1418,2007-08-02,"South Mackinaw Avenue, Chicago, IL 60617, USA",PIPIENS/RESTUANS,13, S MACKINAW,206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.54306700000001,5,1,0,2007,08,1
1419,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",PIPIENS/RESTUANS,13, S BRANDON,209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,33,0,2007,08,33
1420,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",RESTUANS,13, S BRANDON,209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0,2007,08,1
1421,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",PIPIENS,13, S BRANDON,209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,16,0,2007,08,16
1422,2007-08-02,"South Brandon Avenue, Chicago, IL 60617, USA",Others,13, S BRANDON,209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,3,0,2007,08,3
1423,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",PIPIENS/RESTUANS,37, E 118TH ST,212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,48,1,2007,08,48
1424,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",PIPIENS/RESTUANS,37, E 118TH ST,212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,2007,08,65
1426,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",RESTUANS,37, E 118TH ST,212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,1,0,2007,08,1
1427,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",PIPIENS,37, E 118TH ST,212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,48,0,2007,08,184
1431,2007-08-02,"3700 118th Street, Chicago, IL 60617, USA",Others,37, E 118TH ST,212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,42,0,2007,08,42
1432,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",PIPIENS/RESTUANS,38, E 115TH ST,215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,50,0,2007,08,153
1436,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",RESTUANS,38, E 115TH ST,215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,1,0,2007,08,1
1437,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",Others,38, E 115TH ST,215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,26,0,2007,08,54
1439,2007-08-02,"East 91st Street, Chicago, IL, USA",PIPIENS/RESTUANS,81, E 91ST ST,107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,3,0,2007,08,3
1440,2007-08-02,"East 91st Street, Chicago, IL, USA",PIPIENS,81, E 91ST ST,107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0,2007,08,2
1441,2007-08-02,"2400 East 105th Street, Chicago, IL 60617, USA",PIPIENS/RESTUANS,24, E 105TH ST,128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,46,0,2007,08,46
1442,2007-08-02,"2400 East 105th Street, Chicago, IL 60617, USA",PIPIENS,24, E 105TH ST,128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,33,0,2007,08,33
1443,2007-08-02,"East 138th Street, Riverdale, IL 60827, USA",PIPIENS/RESTUANS,82, E 138TH ST,97,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,20,0,2007,08,21
1445,2007-08-02,"East 138th Street, Riverdale, IL 60827, USA",PIPIENS,82, E 138TH ST,97,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,6,0,2007,08,6
1446,2007-08-02,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",PIPIENS/RESTUANS,89, S MUSKEGON AVE,99,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,5,0,2007,08,5
1447,2007-08-02,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",PIPIENS,89, S MUSKEGON AVE,99,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,4,0,2007,08,4
1448,2007-08-02,"9800 South Avenue G, Chicago, IL 60617, USA",PIPIENS/RESTUANS,98, S AVENUE G,100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,19,0,2007,08,19
1449,2007-08-02,"9800 South Avenue G, Chicago, IL 60617, USA",PIPIENS,98, S AVENUE G,100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,4,0,2007,08,4
1450,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",PIPIENS/RESTUANS,10, S COTTAGE GROVE,102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,16,0,2007,08,16
1451,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",RESTUANS,10, S COTTAGE GROVE,102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,2007,08,1
1452,2007-08-02,"South Cottage Grove Avenue, Chicago, IL, USA",PIPIENS,10, S COTTAGE GROVE,102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,7,0,2007,08,7
1453,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",PIPIENS/RESTUANS,11, S AVENUE L,103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,28,0,2007,08,266
1459,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",RESTUANS,11, S AVENUE L,103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,1,0,2007,08,1
1460,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",PIPIENS,11, S AVENUE L,103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,44,0,2007,08,70
1462,2007-08-02,"South Avenue L, Chicago, IL 60617, USA",Others,11, S AVENUE L,103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,1,0,2007,08,1
1463,2007-08-02,"West 37th Place, Chicago, IL, USA",PIPIENS,81, W 37TH PL.,157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0,2007,08,1
1464,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",PIPIENS/RESTUANS,38, E 115TH ST,215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,50,0,2007,08,50
1465,2007-08-03,"3800 East 115th Street, Chicago, IL 60617, USA",PIPIENS,38, E 115TH ST,215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,4,0,2007,08,154
1469,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",PIPIENS/RESTUANS,41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,13,0,2007,08,13
1470,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",RESTUANS,41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,2,0,2007,08,2
1471,2007-08-07,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",PIPIENS,41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,11,0,2007,08,11
1472,2007-08-07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",PIPIENS/RESTUANS,62, N MANDELL AVE,7,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,1,0,2007,08,1
1473,2007-08-07,"6200 North Mandell Avenue, Chicago, IL 60646, USA",PIPIENS,62, N MANDELL AVE,7,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,1,0,2007,08,1
1474,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",PIPIENS/RESTUANS,79, W FOSTER AVE,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,12,0,2007,08,12
1475,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",RESTUANS,79, W FOSTER AVE,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,2007,08,1
1476,2007-08-07,"7900 West Foster Avenue, Chicago, IL 60656, USA",PIPIENS,79, W FOSTER AVE,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,26,1,2007,08,26
1477,2007-08-07,"1500 West Webster Avenue, Chicago, IL 60614, USA",PIPIENS/RESTUANS,15, W WEBSTER AVE,45,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,20,0,2007,08,20
1478,2007-08-07,"1500 West Webster Avenue, Chicago, IL 60614, USA",PIPIENS,15, W WEBSTER AVE,45,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,8,0,2007,08,8
1479,2007-08-07,"2500 West Grand Avenue, Chicago, IL 60654, USA",PIPIENS/RESTUANS,25, W GRAND AVE,46,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,2,0,2007,08,2
1480,2007-08-07,"2500 West Grand Avenue, Chicago, IL 60654, USA",PIPIENS,25, W GRAND AVE,46,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,5,0,2007,08,5
1481,2007-08-07,"1100 Roosevelt Road, Chicago, IL 60608, USA",PIPIENS/RESTUANS,11, W ROOSEVELT,48,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,2007,08,5
1482,2007-08-07,"1100 Roosevelt Road, Chicago, IL 60608, USA",PIPIENS,11, W ROOSEVELT,48,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,2007,08,5
1483,2007-08-07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",PIPIENS/RESTUANS,11, W CHICAGO,49,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,5,0,2007,08,5
1484,2007-08-07,"1100 West Chicago Avenue, Chicago, IL 60642, USA",PIPIENS,11, W CHICAGO,49,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2007,08,2
1485,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",PIPIENS/RESTUANS,21, N STAVE ST,50,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,08,1
1486,2007-08-07,"2100 North Stave Street, Chicago, IL 60647, USA",PIPIENS,21, N STAVE ST,50,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,08,1
1487,2007-08-07,"2200 North Cannon Drive, Chicago, IL 60614, USA",PIPIENS/RESTUANS,22, N CANNON DR,54,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2007,08,1
1488,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,22, W 113TH ST,86,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,23,0,2007,08,62
1490,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",RESTUANS,22, W 113TH ST,86,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,2,0,2007,08,2
1491,2007-08-07,"2200 West 113th Street, Chicago, IL 60643, USA",PIPIENS,22, W 113TH ST,86,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,41,0,2007,08,56
1493,2007-08-07,"1100 South Peoria Street, Chicago, IL 60608, USA",PIPIENS/RESTUANS,11, S PEORIA ST,91,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,7,0,2007,08,7
1494,2007-08-07,"1100 South Peoria Street, Chicago, IL 60608, USA",PIPIENS,11, S PEORIA ST,91,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,6,0,2007,08,6
1495,2007-08-07,"1700 West 95th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,17, W 95TH ST,94,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,2007,08,1
1496,2007-08-07,"1700 West 95th Street, Chicago, IL 60643, USA",PIPIENS,17, W 95TH ST,94,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,5,0,2007,08,5
1497,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",PIPIENS/RESTUANS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,2,0,2007,08,2
1498,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",RESTUANS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,9,0,2007,08,9
1499,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",PIPIENS,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,31,0,2007,08,31
1500,2007-08-07,"2200 West 89th Street, Chicago, IL 60643, USA",Others,22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,08,1
1501,2007-08-07,"North Streeter Drive, Chicago, IL 60611, USA",PIPIENS/RESTUANS,53, N STREETER DR,129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2007,08,2
1502,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",PIPIENS/RESTUANS,65, N OAK PARK AVE,143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,15,1,2007,08,15
1503,2007-08-07,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",PIPIENS,65, N OAK PARK AVE,143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,29,1,2007,08,29
1504,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",PIPIENS/RESTUANS,75, N OAKLEY AVE,148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,2007,08,1
1505,2007-08-07,"7500 North Oakley Avenue, Chicago, IL 60645, USA",PIPIENS,75, N OAKLEY AVE,148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,2,0,2007,08,2
1506,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",PIPIENS/RESTUANS,15, N LONG AVE,153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2007,08,3
1507,2007-08-07,"1500 North Long Avenue, Chicago, IL 60651, USA",PIPIENS,15, N LONG AVE,153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,4,0,2007,08,4
1508,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",PIPIENS/RESTUANS,89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,9,0,2007,08,9
1509,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",RESTUANS,89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,08,1
1510,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",PIPIENS,89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,3,0,2007,08,3
1511,2007-08-07,"8900 South Carpenter Street, Chicago, IL 60620, USA",Others,89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,2,0,2007,08,2
1512,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",PIPIENS/RESTUANS,91, W HIGGINS AVE,9,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,9,0,2007,08,9
1513,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",RESTUANS,91, W HIGGINS AVE,9,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,1,0,2007,08,1
1514,2007-08-07,"9100 West Higgins Avenue, Chicago, IL 60656, USA",PIPIENS,91, W HIGGINS AVE,9,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,27,0,2007,08,27
1515,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",PIPIENS/RESTUANS,36, N PITTSBURGH AVE,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,28,1,2007,08,28
1516,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",RESTUANS,36, N PITTSBURGH AVE,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,2007,08,1
1517,2007-08-07,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",PIPIENS,36, N PITTSBURGH AVE,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,43,1,2007,08,43
1518,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",PIPIENS/RESTUANS,72, N OKETO AVE,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,32,0,2007,08,32
1519,2007-08-07,"7200 North Oketo Avenue, Chicago, IL 60631, USA",PIPIENS,72, N OKETO AVE,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,37,1,2007,08,37
1520,2007-08-07,"3800 North California Avenue, Chicago, IL 60618, USA",PIPIENS,38, N CALIFORNIA AVE,19,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,2007,08,1
1521,2007-08-07,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",PIPIENS/RESTUANS,49, W BALMORAL AVE,25,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,7,0,2007,08,7
